iter	Passed	Remaining
380	4760	7734
381	4769	7716
382	4780	7701
383	4809	7715
384	4820	7700
385	4831	7684
386	4856	7691
387	4873	7687
388	4880	7665
389	4896	7658
390	4911	7649
391	4923	7637
392	4930	7615
393	4942	7601
394	4951	7584
395	4967	7576
396	4978	7561
397	4991	7549
398	5010	7546
399	5024	7536
400	5044	7535
401	5055	7519
402	5063	7500
403	5071	7482
404	5085	7470
405	5103	7466
406	5119	7459
407	5130	7444
408	5154	7448
409	5214	7503
410	5225	7488
411	5237	7474
412	5285	7512
413	5298	7499
414	5310	7485
415	5319	7468
416	5333	7456
417	5344	7441
418	5355	7425
419	5395	7451
420	5405	7434
421	5418	7421
422	5427	7403
423	5457	7414
424	5467	7396
425	5482	7386
426	5520	7407
427	5533	7395
428	5552	7389
429	5573	7387
430	5582	7369
431	5593	7354
432	5600	7333
433	5613	7320
434	5623	7303
435	5631	7284
436	5644	7271
437	5656	7258
438	5665	7239
439	5684	7235
440	5698	7222
441	5706	7204
442	5714	7185
443	5723	7167
444	5734	7152
445	5745	7136
446	5755	7120
447	5770	7109
448	5779	7092
449	5791	7079
450	5817	7081
451	5834	7073
452	5854	7069
453	5881	7073
454	5901	7068
455	5917	7058
456	5930	7046
457	5936	7025
458	5953	7016
459	5969	7007
460	5980	6992
461	5994	6980
462	6009	6970
463	6023	6958
464	6036	6944
465	6044	6925
466	6051	6906
467	6060	6889
468	6073	6875
469	6082	6859
470	6091	6842
471	6099	6823
472	6107	6804
473	6115	6786
474	6123	6768
475	6131	6749
476	6140	6732
477	6146	6712
478	6155	6695
479	6162	6676
480	6174	6662
481	6181	6643
482	6190	6626
483	6202	6612
484	6212	6596
485	6224	6583
486	6239	6572
487	6250	6558
488	6260	6542
489	6281	6537
490	6308	6539
491	6324	6530
492	6332	6512
493	6344	6498
494	6363	6491
495	6376	6479
496	6396	6473
497	6408	6460
498	6426	6452
499	6488	6488
500	6497	6471
501	6507	6455
502	6514	6436
503	6530	6426
504	6551	6421
505	6562	6407
506	6579	6397
507	6589	6382
508	6600	6366
509	6609	6350
510	6617	6332
511	6626	6315
512	6633	6297
513	6640	6278
514	6647	6260
515	6657	6244
516	6670	6231
517	6677	6213
518	6696	6205
519	6717	6200
520	6725	6183
521	6736	6168
522	6750	6156
523	6767	6148
524	6785	6139
525	6796	6124
526	6808	6110
527	6843	6117
528	6853	6101
529	6865	6088
530	6904	6098
531	6920	6088
532	6931	6073
533	6943	6059
534	6955	6045
535	6981	6043
536	6997	6033
537	7012	6021
538	7041	6022
539	7057	6011
540	7074	6002
541	7111	6009
542	7123	5995
543	7158	6000
544	7190	6003
545	7224	6007
546	7241	5997
547	7254	5983
548	7292	5990
549	7310	5981
550	7323	5967
551	7343	5959
552	7370	5957
553	7383	5944
554	7392	5927
555	7408	5916
556	7419	5901
557	7432	5887
558	7447	5875
559	7470	5869
560	7480	5853
561	7495	5841
562	7505	5825
563	7515	5810
564	7558	5819
565	7572	5806
566	7587	5794
567	7622	5797
568	7634	5782
569	7641	5764
570	7651	5748
571	7665	5735
572	7672	5717
573	7683	5702
574	7698	5690
575	7704	5671
576	7714	5655
577	7720	5636
578	7730	5621
579	7745	5608
580	7755	5592
581	7767	5578
582	7778	5563
583	7788	5547
584	7811	5541
585	7829	5531
586	7843	5518
587	7854	5503
588	7864	5488
589	7879	5475
590	7892	5461
591	7908	5450
592	7917	5434
593	7938	5426
594	7958	5417
595	7995	5419
596	8014	5410
597	8038	5403
598	8060	5396
599	8115	5410
600	8126	5395
601	8141	5382
602	8148	5364
603	8159	5349
604	8167	5332
605	8176	5315
606	8186	5300
607	8192	5282
608	8200	5265
609	8206	5246
610	8214	5229
611	8220	5211
612	8226	5193
613	8236	5177
614	8248	5163
615	8256	5146
616	8279	5139
617	8317	5141
618	8330	5127
619	8341	5112
620	8352	5097
621	8362	5082
622	8372	5066
623	8386	5053
624	8397	5038
625	8411	5025
626	8427	5013
627	8488	5028
628	8503	5015
629	8518	5002
630	8532	4989
631	8586	4999
632	8598	4985
633	8610	4970
634	8668	4982
635	8680	4968
636	8691	4952
637	8723	4949
638	8740	4938
639	8750	4921
640	8764	4908
641	8776	4894
642	8787	4878
643	8797	4863
644	8827	4858
645	8843	4846
646	8851	4829
647	8865	4815
648	8873	4799
649	8880	4781
650	8889	4765
651	8905	4753
652	8921	4740
653	8933	4726
654	8942	4710
655	8952	4694
656	8960	4677
657	8978	4666
658	8989	4651
659	8997	4635
660	9014	4622
661	9040	4615
662	9080	4615
663	9105	4607
664	9118	4593
665	9129	4578
666	9159	4573
667	9177	4561
668	9192	4548
669	9210	4536
670	9226	4524
671	9270	4524
672	9280	4509
673	9289	4493
674	9330	4492
675	9341	4477
676	9355	4463
677	9368	4449
678	9378	4433
679	9387	4417
680	9401	4404
681	9417	4391
682	9429	4376
683	9437	4359
684	9447	4344
685	9462	4331
686	9470	4314
687	9481	4299
688	9495	4286
689	9510	4272
690	9518	4256
691	9531	4242
692	9544	4228
693	9561	4215
694	9575	4202
695	9583	4185
696	9595	4171
697	9608	4157
698	9617	4141
699	9629	4126
700	9646	4114
701	9659	4100
702	9674	4087
703	9682	4071
704	9693	4056
705	9701	4039
706	9710	4024
707	9721	4009
708	9730	3993
709	9761	3987
710	9776	3973
711	9789	3959
712	9812	3949
713	9823	3934
714	9842	3923
715	9854	3908
716	9871	3896
717	9887	3883
718	9897	3867
719	9906	3852
720	9917	3837
721	9925	3821
722	9937	3807
723	9950	3793
724	9964	3779
725	9976	3765
726	9990	3751
727	10003	3737
728	10021	3725
729	10032	3710
730	10043	3695
731	10061	3683
732	10069	3667
733	10081	3653
734	10088	3637
735	10098	3622
736	10108	3607
737	10118	3592
738	10125	3576
739	10135	3561
740	10149	3547
741	10161	3533
742	10171	3518
743	10181	3503
744	10194	3489
745	10225	3481
746	10235	3466
747	10252	3453
748	10263	3439
749	10271	3423
750	10280	3408
751	10295	3395
752	10304	3380
753	10314	3365
754	10325	3350
755	10332	3334
756	10345	3320
757	10354	3305
758	10367	3292
759	10399	3283
760	10424	3273
761	10431	3258
762	10446	3244
763	10460	3231
764	10476	3218
765	10486	3203
766	10493	3187
767	10500	3172
768	10507	3156
769	10513	3140
770	10522	3125
771	10529	3109
772	10538	3094
773	10545	3079
774	10553	3063
775	10562	3049
776	10573	3034
777	10581	3019
778	10591	3004
779	10599	2989
780	10606	2974
781	10614	2959
782	10621	2943
783	10630	2928
784	10652	2917
785	10673	2906
786	10690	2893
787	10706	2880
788	10721	2867
789	10736	2853
790	10748	2840
791	10764	2827
792	10783	2814
793	10800	2802
794	10812	2788
795	10830	2775
796	10844	2762
797	10853	2747
798	10862	2732
799	10868	2717
800	10876	2702
801	10883	2686
802	10895	2672
803	10901	2657
804	10909	2642
805	10934	2631
806	10945	2617
807	10953	2602
808	10959	2587
809	10967	2572
810	10974	2557
811	10981	2542
812	10989	2527
813	10996	2512
814	11008	2498
815	11016	2484
816	11033	2471
817	11052	2459
818	11067	2445
819	11073	2430
820	11087	2417
821	11094	2402
822	11104	2388
823	11117	2374
824	11125	2359
825	11135	2345
826	11149	2332
827	11155	2317
828	11167	2303
829	11174	2288
830	11185	2274
831	11192	2260
832	11204	2246
833	11216	2232
834	11227	2218
835	11243	2205
836	11253	2191
837	11266	2177
838	11279	2164
839	11287	2150
840	11308	2138
841	11322	2124
842	11331	2110
843	11340	2096
844	11347	2081
845	11357	2067
846	11365	2053
847	11373	2038
848	11383	2024
849	11395	2011
850	11403	1996
851	11410	1982
852	11419	1968
853	11430	1954
854	11442	1940
855	11449	1926
856	11462	1912
857	11476	1899
858	11482	1884
859	11494	1871
860	11501	1856
861	11509	1842
862	11514	1827
863	11525	1814
864	11538	1800
865	11545	1786
866	11557	1772
867	11569	1759
868	11576	1745
869	11586	1731
870	11593	1717
871	11603	1703
872	11610	1689
873	11622	1675
874	11630	1661
875	11638	1647
876	11654	1634
877	11663	1620
878	11671	1606
879	11680	1592
880	11688	1578
881	11695	1564
882	11702	1550
883	11708	1536
884	11720	1523
885	11732	1509
886	11738	1495
887	11748	1481
888	11755	1467
889	11764	1454
890	11770	1439
891	11778	1426
892	11786	1412
893	11795	1398
894	11802	1384
895	11811	1370
896	11818	1357
897	11825	1343
898	11832	1329
899	11843	1315
900	11850	1302
901	11868	1289
902	11877	1275
903	11886	1262
904	11894	1248
905	11901	1234
906	11908	1221
907	11916	1207
908	11923	1193
909	11929	1179
910	11935	1166
911	11943	1152
912	11953	1139
913	11962	1125
914	11970	1111
915	11982	1098
916	11993	1085
917	12002	1072
918	12009	1058
919	12016	1044
920	12025	1031
921	12031	1017
922	12042	1004
923	12077	993
924	12101	981
925	12118	968
926	12129	955
927	12138	941
928	12146	928
929	12157	915
930	12163	901
931	12175	888
932	12185	875
933	12193	861
934	12201	848
935	12208	834
936	12214	821
937	12222	807
938	12229	794
939	12237	781
940	12244	767
941	12251	754
942	12258	740
943	12271	727
944	12289	715
945	12297	701
946	12302	688
947	12308	675
948	12317	661
949	12323	648
950	12331	635
951	12338	622
952	12345	608
953	12352	595
954	12359	582
955	12367	569
956	12374	556
957	12381	542
958	12389	529
959	12400	516
960	12408	503
961	12415	490
962	12426	477
963	12435	464
964	12449	451
965	12466	438
966	12476	425
967	12484	412
968	12495	399
969	12501	386
970	12509	373
971	12516	360
972	12524	347
973	12531	334
974	12540	321
975	12546	308
976	12555	295
977	12564	282
978	12571	269
979	12581	256
980	12589	243
981	12602	231
982	12611	218
983	12620	205
984	12628	192
985	12639	179
986	12649	166
987	12658	153
988	12691	141
989	12698	128
990	12708	115
991	12721	102
992	12728	89
993	12737	76
994	12745	64
995	12753	51
996	12761	38
997	12769	25
998	12776	12
999	12785	0
