task_response_id;match_id;evaluator_id;player_id;position_id;analysis_id;attribute_id;attribute_value
4915;62935;177676;1362220;5;12818502;4322;67.00
4915;62935;177676;1362220;5;12818502;4323;56.00
4915;62935;177676;1362220;5;12818502;4324;56.00
4915;62935;177676;1362220;5;12818502;4325;78.00
4915;62935;177676;1362220;5;12818502;4326;78.00
4915;62935;177676;1362220;5;12818502;4327;78.00
4915;62935;177676;1362220;5;12818502;4328;67.00
4915;62935;177676;1362220;5;12818502;4329;67.00
4915;62935;177676;1362220;5;12818502;4330;67.00
4915;62935;177676;1362220;5;12818502;4332;67.00
4915;62935;177676;1362220;5;12818502;4333;67.00
4915;62935;177676;1362220;5;12818502;4335;67.00
4915;62935;177676;1362220;5;12818502;4338;67.00
4915;62935;177676;1362220;5;12818502;4339;67.00
4915;62935;177676;1362220;5;12818502;4340;67.00
4915;62935;177676;1362220;5;12818502;4341;56.00
4915;62935;177676;1362220;5;12818502;4342;67.00
4915;62935;177676;1362220;5;12818502;4343;67.00
4915;62935;177676;1362220;5;12818502;4344;56.00
4915;62935;177676;1362220;5;12818502;4345;56.00
4915;62935;177676;1362220;5;12818502;4348;56.00
4915;62935;177676;1362220;5;12818502;4349;78.00
4915;62935;177676;1362220;5;12818502;4350;67.00
4915;62935;177676;1362220;5;12818502;4351;56.00
4915;62935;177676;1362220;5;12818502;4352;78.00
4915;62935;177676;1362220;5;12818502;4353;67.00
4915;62935;177676;1362220;5;12818502;4354;78.00
4915;62935;177676;1362220;5;12818502;4355;67.00
4915;62935;177676;1362220;5;12818502;4356;67.00
4915;62935;177676;1362220;5;12818502;4357;67.00
4915;62935;177676;1362220;5;12818502;4407;67.00
4915;62935;177676;1362220;5;12818502;4408;56.00
4915;62935;177676;1362220;5;12818502;4423;67.00
4915;62935;177676;1362220;5;12818502;4426;67.00
4915;62935;177676;1364951;9;12818504;4322;45.00
4915;62935;177676;1364951;9;12818504;4323;56.00
4915;62935;177676;1364951;9;12818504;4324;56.00
4915;62935;177676;1364951;9;12818504;4325;78.00
4915;62935;177676;1364951;9;12818504;4326;78.00
4915;62935;177676;1364951;9;12818504;4327;56.00
4915;62935;177676;1364951;9;12818504;4328;56.00
4915;62935;177676;1364951;9;12818504;4329;45.00
4915;62935;177676;1364951;9;12818504;4330;56.00
4915;62935;177676;1364951;9;12818504;4332;56.00
4915;62935;177676;1364951;9;12818504;4333;56.00
4915;62935;177676;1364951;9;12818504;4335;34.00
4915;62935;177676;1364951;9;12818504;4338;67.00
4915;62935;177676;1364951;9;12818504;4339;45.00
4915;62935;177676;1364951;9;12818504;4340;56.00
4915;62935;177676;1364951;9;12818504;4341;56.00
4915;62935;177676;1364951;9;12818504;4342;67.00
4915;62935;177676;1364951;9;12818504;4343;56.00
4915;62935;177676;1364951;9;12818504;4344;45.00
4915;62935;177676;1364951;9;12818504;4345;56.00
4915;62935;177676;1364951;9;12818504;4348;45.00
4915;62935;177676;1364951;9;12818504;4349;56.00
4915;62935;177676;1364951;9;12818504;4350;67.00
4915;62935;177676;1364951;9;12818504;4351;56.00
4915;62935;177676;1364951;9;12818504;4352;67.00
4915;62935;177676;1364951;9;12818504;4353;67.00
4915;62935;177676;1364951;9;12818504;4354;67.00
4915;62935;177676;1364951;9;12818504;4355;67.00
4915;62935;177676;1364951;9;12818504;4356;45.00
4915;62935;177676;1364951;9;12818504;4357;45.00
4915;62935;177676;1364951;9;12818504;4407;67.00
4915;62935;177676;1364951;9;12818504;4408;45.00
4915;62935;177676;1364951;9;12818504;4423;56.00
4915;62935;177676;1364951;9;12818504;4426;56.00
4915;62935;177676;1364969;7;12818506;4322;45.00
4915;62935;177676;1364969;7;12818506;4323;67.00
4915;62935;177676;1364969;7;12818506;4324;67.00
4915;62935;177676;1364969;7;12818506;4325;56.00
4915;62935;177676;1364969;7;12818506;4326;45.00
4915;62935;177676;1364969;7;12818506;4327;56.00
4915;62935;177676;1364969;7;12818506;4328;56.00
4915;62935;177676;1364969;7;12818506;4329;56.00
4915;62935;177676;1364969;7;12818506;4330;78.00
4915;62935;177676;1364969;7;12818506;4332;67.00
4915;62935;177676;1364969;7;12818506;4333;56.00
4915;62935;177676;1364969;7;12818506;4335;45.00
4915;62935;177676;1364969;7;12818506;4338;45.00
4915;62935;177676;1364969;7;12818506;4339;45.00
4915;62935;177676;1364969;7;12818506;4340;56.00
4915;62935;177676;1364969;7;12818506;4341;67.00
4915;62935;177676;1364969;7;12818506;4342;56.00
4915;62935;177676;1364969;7;12818506;4343;45.00
4915;62935;177676;1364969;7;12818506;4344;45.00
4915;62935;177676;1364969;7;12818506;4345;67.00
4915;62935;177676;1364969;7;12818506;4348;45.00
4915;62935;177676;1364969;7;12818506;4349;56.00
4915;62935;177676;1364969;7;12818506;4350;56.00
4915;62935;177676;1364969;7;12818506;4351;56.00
4915;62935;177676;1364969;7;12818506;4352;56.00
4915;62935;177676;1364969;7;12818506;4353;56.00
4915;62935;177676;1364969;7;12818506;4354;56.00
4915;62935;177676;1364969;7;12818506;4355;56.00
4915;62935;177676;1364969;7;12818506;4356;56.00
4915;62935;177676;1364969;7;12818506;4357;56.00
4915;62935;177676;1364969;7;12818506;4407;67.00
4915;62935;177676;1364969;7;12818506;4408;56.00
4915;62935;177676;1364969;7;12818506;4423;56.00
4915;62935;177676;1364969;7;12818506;4426;78.00
4915;62935;177676;1369055;4;12818490;4322;45.00
4915;62935;177676;1369055;4;12818490;4323;45.00
4915;62935;177676;1369055;4;12818490;4324;56.00
4915;62935;177676;1369055;4;12818490;4325;56.00
4915;62935;177676;1369055;4;12818490;4326;56.00
4915;62935;177676;1369055;4;12818490;4327;45.00
4915;62935;177676;1369055;4;12818490;4328;56.00
4915;62935;177676;1369055;4;12818490;4329;56.00
4915;62935;177676;1369055;4;12818490;4330;56.00
4915;62935;177676;1369055;4;12818490;4332;56.00
4915;62935;177676;1369055;4;12818490;4333;56.00
4915;62935;177676;1369055;4;12818490;4335;45.00
4915;62935;177676;1369055;4;12818490;4338;56.00
4915;62935;177676;1369055;4;12818490;4339;45.00
4915;62935;177676;1369055;4;12818490;4340;45.00
4915;62935;177676;1369055;4;12818490;4341;56.00
4915;62935;177676;1369055;4;12818490;4342;45.00
4915;62935;177676;1369055;4;12818490;4343;45.00
4915;62935;177676;1369055;4;12818490;4344;45.00
4915;62935;177676;1369055;4;12818490;4345;56.00
4915;62935;177676;1369055;4;12818490;4348;56.00
4915;62935;177676;1369055;4;12818490;4349;45.00
4915;62935;177676;1369055;4;12818490;4350;56.00
4915;62935;177676;1369055;4;12818490;4351;45.00
4915;62935;177676;1369055;4;12818490;4352;56.00
4915;62935;177676;1369055;4;12818490;4353;56.00
4915;62935;177676;1369055;4;12818490;4354;56.00
4915;62935;177676;1369055;4;12818490;4355;56.00
4915;62935;177676;1369055;4;12818490;4356;45.00
4915;62935;177676;1369055;4;12818490;4357;56.00
4915;62935;177676;1369055;4;12818490;4407;56.00
4915;62935;177676;1369055;4;12818490;4408;56.00
4915;62935;177676;1369055;4;12818490;4423;34.00
4915;62935;177676;1369055;4;12818490;4426;56.00
4915;62935;177676;1369060;1;12818481;4322;45.00
4915;62935;177676;1369060;1;12818481;4323;34.00
4915;62935;177676;1369060;1;12818481;4324;45.00
4915;62935;177676;1369060;1;12818481;4325;56.00
4915;62935;177676;1369060;1;12818481;4326;56.00
4915;62935;177676;1369060;1;12818481;4327;45.00
4915;62935;177676;1369060;1;12818481;4328;56.00
4915;62935;177676;1369060;1;12818481;4329;56.00
4915;62935;177676;1369060;1;12818481;4330;45.00
4915;62935;177676;1369060;1;12818481;4332;56.00
4915;62935;177676;1369060;1;12818481;4336;56.00
4915;62935;177676;1369060;1;12818481;4337;56.00
4915;62935;177676;1369060;1;12818481;4338;45.00
4915;62935;177676;1369060;1;12818481;4342;45.00
4915;62935;177676;1369060;1;12818481;4346;56.00
4915;62935;177676;1369060;1;12818481;4347;56.00
4915;62935;177676;1369060;1;12818481;4350;45.00
4915;62935;177676;1369060;1;12818481;4352;45.00
4915;62935;177676;1369060;1;12818481;4353;45.00
4915;62935;177676;1369060;1;12818481;4354;56.00
4915;62935;177676;1369060;1;12818481;4355;56.00
4915;62935;177676;1369060;1;12818481;4357;45.00
4915;62935;177676;1369060;1;12818481;4409;45.00
4915;62935;177676;1369060;1;12818481;4423;34.00
4915;62935;177676;1369060;1;12818481;4426;45.00
4915;62935;177676;1369065;9;12818517;4322;67.00
4915;62935;177676;1369065;9;12818517;4323;67.00
4915;62935;177676;1369065;9;12818517;4324;67.00
4915;62935;177676;1369065;9;12818517;4325;89.00
4915;62935;177676;1369065;9;12818517;4326;89.00
4915;62935;177676;1369065;9;12818517;4327;67.00
4915;62935;177676;1369065;9;12818517;4328;78.00
4915;62935;177676;1369065;9;12818517;4329;34.00
4915;62935;177676;1369065;9;12818517;4330;56.00
4915;62935;177676;1369065;9;12818517;4332;56.00
4915;62935;177676;1369065;9;12818517;4333;56.00
4915;62935;177676;1369065;9;12818517;4335;45.00
4915;62935;177676;1369065;9;12818517;4338;67.00
4915;62935;177676;1369065;9;12818517;4339;56.00
4915;62935;177676;1369065;9;12818517;4340;67.00
4915;62935;177676;1369065;9;12818517;4341;67.00
4915;62935;177676;1369065;9;12818517;4342;89.00
4915;62935;177676;1369065;9;12818517;4343;67.00
4915;62935;177676;1369065;9;12818517;4344;78.00
4915;62935;177676;1369065;9;12818517;4345;78.00
4915;62935;177676;1369065;9;12818517;4348;56.00
4915;62935;177676;1369065;9;12818517;4349;67.00
4915;62935;177676;1369065;9;12818517;4350;78.00
4915;62935;177676;1369065;9;12818517;4351;67.00
4915;62935;177676;1369065;9;12818517;4352;78.00
4915;62935;177676;1369065;9;12818517;4353;78.00
4915;62935;177676;1369065;9;12818517;4354;78.00
4915;62935;177676;1369065;9;12818517;4355;78.00
4915;62935;177676;1369065;9;12818517;4356;45.00
4915;62935;177676;1369065;9;12818517;4357;56.00
4915;62935;177676;1369065;9;12818517;4407;67.00
4915;62935;177676;1369065;9;12818517;4408;56.00
4915;62935;177676;1369065;9;12818517;4423;56.00
4915;62935;177676;1369065;9;12818517;4426;56.00
4915;62935;177676;1369067;7;12818500;4322;56.00
4915;62935;177676;1369067;7;12818500;4323;56.00
4915;62935;177676;1369067;7;12818500;4324;56.00
4915;62935;177676;1369067;7;12818500;4325;56.00
4915;62935;177676;1369067;7;12818500;4326;45.00
4915;62935;177676;1369067;7;12818500;4327;56.00
4915;62935;177676;1369067;7;12818500;4328;56.00
4915;62935;177676;1369067;7;12818500;4329;67.00
4915;62935;177676;1369067;7;12818500;4330;67.00
4915;62935;177676;1369067;7;12818500;4332;67.00
4915;62935;177676;1369067;7;12818500;4333;67.00
4915;62935;177676;1369067;7;12818500;4335;45.00
4915;62935;177676;1369067;7;12818500;4338;45.00
4915;62935;177676;1369067;7;12818500;4339;45.00
4915;62935;177676;1369067;7;12818500;4340;67.00
4915;62935;177676;1369067;7;12818500;4341;67.00
4915;62935;177676;1369067;7;12818500;4342;56.00
4915;62935;177676;1369067;7;12818500;4343;45.00
4915;62935;177676;1369067;7;12818500;4344;45.00
4915;62935;177676;1369067;7;12818500;4345;67.00
4915;62935;177676;1369067;7;12818500;4348;45.00
4915;62935;177676;1369067;7;12818500;4349;45.00
4915;62935;177676;1369067;7;12818500;4350;45.00
4915;62935;177676;1369067;7;12818500;4351;56.00
4915;62935;177676;1369067;7;12818500;4352;45.00
4915;62935;177676;1369067;7;12818500;4353;45.00
4915;62935;177676;1369067;7;12818500;4354;56.00
4915;62935;177676;1369067;7;12818500;4355;56.00
4915;62935;177676;1369067;7;12818500;4356;45.00
4915;62935;177676;1369067;7;12818500;4357;67.00
4915;62935;177676;1369067;7;12818500;4407;56.00
4915;62935;177676;1369067;7;12818500;4408;56.00
4915;62935;177676;1369067;7;12818500;4423;45.00
4915;62935;177676;1369067;7;12818500;4426;67.00
4915;62935;177676;1369101;3;12818484;4322;45.00
4915;62935;177676;1369101;3;12818484;4323;56.00
4915;62935;177676;1369101;3;12818484;4324;56.00
4915;62935;177676;1369101;3;12818484;4325;45.00
4915;62935;177676;1369101;3;12818484;4326;45.00
4915;62935;177676;1369101;3;12818484;4327;34.00
4915;62935;177676;1369101;3;12818484;4328;56.00
4915;62935;177676;1369101;3;12818484;4329;56.00
4915;62935;177676;1369101;3;12818484;4330;56.00
4915;62935;177676;1369101;3;12818484;4332;56.00
4915;62935;177676;1369101;3;12818484;4333;56.00
4915;62935;177676;1369101;3;12818484;4335;45.00
4915;62935;177676;1369101;3;12818484;4338;45.00
4915;62935;177676;1369101;3;12818484;4339;56.00
4915;62935;177676;1369101;3;12818484;4340;56.00
4915;62935;177676;1369101;3;12818484;4341;45.00
4915;62935;177676;1369101;3;12818484;4342;45.00
4915;62935;177676;1369101;3;12818484;4343;34.00
4915;62935;177676;1369101;3;12818484;4344;34.00
4915;62935;177676;1369101;3;12818484;4345;67.00
4915;62935;177676;1369101;3;12818484;4348;56.00
4915;62935;177676;1369101;3;12818484;4349;45.00
4915;62935;177676;1369101;3;12818484;4350;45.00
4915;62935;177676;1369101;3;12818484;4351;45.00
4915;62935;177676;1369101;3;12818484;4352;45.00
4915;62935;177676;1369101;3;12818484;4353;45.00
4915;62935;177676;1369101;3;12818484;4354;56.00
4915;62935;177676;1369101;3;12818484;4355;56.00
4915;62935;177676;1369101;3;12818484;4356;56.00
4915;62935;177676;1369101;3;12818484;4357;56.00
4915;62935;177676;1369101;3;12818484;4407;56.00
4915;62935;177676;1369101;3;12818484;4408;56.00
4915;62935;177676;1369101;3;12818484;4423;45.00
4915;62935;177676;1369101;3;12818484;4426;56.00
4915;62935;177676;1370976;8;12818509;4322;45.00
4915;62935;177676;1370976;8;12818509;4323;56.00
4915;62935;177676;1370976;8;12818509;4324;56.00
4915;62935;177676;1370976;8;12818509;4325;56.00
4915;62935;177676;1370976;8;12818509;4326;45.00
4915;62935;177676;1370976;8;12818509;4327;56.00
4915;62935;177676;1370976;8;12818509;4328;45.00
4915;62935;177676;1370976;8;12818509;4329;56.00
4915;62935;177676;1370976;8;12818509;4330;67.00
4915;62935;177676;1370976;8;12818509;4332;67.00
4915;62935;177676;1370976;8;12818509;4333;67.00
4915;62935;177676;1370976;8;12818509;4335;45.00
4915;62935;177676;1370976;8;12818509;4338;56.00
4915;62935;177676;1370976;8;12818509;4339;45.00
4915;62935;177676;1370976;8;12818509;4340;56.00
4915;62935;177676;1370976;8;12818509;4341;56.00
4915;62935;177676;1370976;8;12818509;4342;45.00
4915;62935;177676;1370976;8;12818509;4343;45.00
4915;62935;177676;1370976;8;12818509;4344;67.00
4915;62935;177676;1370976;8;12818509;4345;56.00
4915;62935;177676;1370976;8;12818509;4348;45.00
4915;62935;177676;1370976;8;12818509;4349;45.00
4915;62935;177676;1370976;8;12818509;4350;45.00
4915;62935;177676;1370976;8;12818509;4351;45.00
4915;62935;177676;1370976;8;12818509;4352;56.00
4915;62935;177676;1370976;8;12818509;4353;45.00
4915;62935;177676;1370976;8;12818509;4354;56.00
4915;62935;177676;1370976;8;12818509;4355;45.00
4915;62935;177676;1370976;8;12818509;4356;56.00
4915;62935;177676;1370976;8;12818509;4357;56.00
4915;62935;177676;1370976;8;12818509;4407;56.00
4915;62935;177676;1370976;8;12818509;4408;45.00
4915;62935;177676;1370976;8;12818509;4423;34.00
4915;62935;177676;1370976;8;12818509;4426;67.00
4915;62935;177676;1586351;2;12818492;4322;56.00
4915;62935;177676;1586351;2;12818492;4323;56.00
4915;62935;177676;1586351;2;12818492;4324;56.00
4915;62935;177676;1586351;2;12818492;4325;67.00
4915;62935;177676;1586351;2;12818492;4326;67.00
4915;62935;177676;1586351;2;12818492;4327;56.00
4915;62935;177676;1586351;2;12818492;4328;56.00
4915;62935;177676;1586351;2;12818492;4329;45.00
4915;62935;177676;1586351;2;12818492;4330;56.00
4915;62935;177676;1586351;2;12818492;4332;56.00
4915;62935;177676;1586351;2;12818492;4333;56.00
4915;62935;177676;1586351;2;12818492;4335;56.00
4915;62935;177676;1586351;2;12818492;4338;56.00
4915;62935;177676;1586351;2;12818492;4339;56.00
4915;62935;177676;1586351;2;12818492;4340;56.00
4915;62935;177676;1586351;2;12818492;4341;56.00
4915;62935;177676;1586351;2;12818492;4342;67.00
4915;62935;177676;1586351;2;12818492;4343;45.00
4915;62935;177676;1586351;2;12818492;4344;45.00
4915;62935;177676;1586351;2;12818492;4345;56.00
4915;62935;177676;1586351;2;12818492;4348;56.00
4915;62935;177676;1586351;2;12818492;4349;56.00
4915;62935;177676;1586351;2;12818492;4350;56.00
4915;62935;177676;1586351;2;12818492;4351;56.00
4915;62935;177676;1586351;2;12818492;4352;67.00
4915;62935;177676;1586351;2;12818492;4353;67.00
4915;62935;177676;1586351;2;12818492;4354;67.00
4915;62935;177676;1586351;2;12818492;4355;56.00
4915;62935;177676;1586351;2;12818492;4356;56.00
4915;62935;177676;1586351;2;12818492;4357;45.00
4915;62935;177676;1586351;2;12818492;4407;56.00
4915;62935;177676;1586351;2;12818492;4408;56.00
4915;62935;177676;1586351;2;12818492;4423;56.00
4915;62935;177676;1586351;2;12818492;4426;56.00
4919;62935;186987;1369345;6;12818558;4322;34.00
4919;62935;186987;1369345;6;12818558;4323;34.00
4919;62935;186987;1369345;6;12818558;4324;34.00
4919;62935;186987;1369345;6;12818558;4325;34.00
4919;62935;186987;1369345;6;12818558;4326;56.00
4919;62935;186987;1369345;6;12818558;4327;34.00
4919;62935;186987;1369345;6;12818558;4328;34.00
4919;62935;186987;1369345;6;12818558;4329;45.00
4919;62935;186987;1369345;6;12818558;4330;34.00
4919;62935;186987;1369345;6;12818558;4332;34.00
4919;62935;186987;1369345;6;12818558;4333;34.00
4919;62935;186987;1369345;6;12818558;4335;23.00
4919;62935;186987;1369345;6;12818558;4338;45.00
4919;62935;186987;1369345;6;12818558;4339;34.00
4919;62935;186987;1369345;6;12818558;4340;23.00
4919;62935;186987;1369345;6;12818558;4341;45.00
4919;62935;186987;1369345;6;12818558;4342;45.00
4919;62935;186987;1369345;6;12818558;4343;23.00
4919;62935;186987;1369345;6;12818558;4344;23.00
4919;62935;186987;1369345;6;12818558;4345;45.00
4919;62935;186987;1369345;6;12818558;4348;23.00
4919;62935;186987;1369345;6;12818558;4349;23.00
4919;62935;186987;1369345;6;12818558;4350;34.00
4919;62935;186987;1369345;6;12818558;4351;34.00
4919;62935;186987;1369345;6;12818558;4352;23.00
4919;62935;186987;1369345;6;12818558;4353;23.00
4919;62935;186987;1369345;6;12818558;4354;23.00
4919;62935;186987;1369345;6;12818558;4355;34.00
4919;62935;186987;1369345;6;12818558;4356;23.00
4919;62935;186987;1369345;6;12818558;4357;34.00
4919;62935;186987;1369345;6;12818558;4407;45.00
4919;62935;186987;1369345;6;12818558;4408;45.00
4919;62935;186987;1369345;6;12818558;4423;45.00
4919;62935;186987;1369345;6;12818558;4426;34.00
4919;62935;186987;1369361;3;12818553;4322;23.00
4919;62935;186987;1369361;3;12818553;4323;23.00
4919;62935;186987;1369361;3;12818553;4324;23.00
4919;62935;186987;1369361;3;12818553;4325;23.00
4919;62935;186987;1369361;3;12818553;4326;23.00
4919;62935;186987;1369361;3;12818553;4327;34.00
4919;62935;186987;1369361;3;12818553;4328;23.00
4919;62935;186987;1369361;3;12818553;4329;23.00
4919;62935;186987;1369361;3;12818553;4330;34.00
4919;62935;186987;1369361;3;12818553;4332;34.00
4919;62935;186987;1369361;3;12818553;4333;34.00
4919;62935;186987;1369361;3;12818553;4335;23.00
4919;62935;186987;1369361;3;12818553;4338;34.00
4919;62935;186987;1369361;3;12818553;4339;23.00
4919;62935;186987;1369361;3;12818553;4340;34.00
4919;62935;186987;1369361;3;12818553;4341;34.00
4919;62935;186987;1369361;3;12818553;4342;34.00
4919;62935;186987;1369361;3;12818553;4343;12.00
4919;62935;186987;1369361;3;12818553;4344;12.00
4919;62935;186987;1369361;3;12818553;4345;34.00
4919;62935;186987;1369361;3;12818553;4348;23.00
4919;62935;186987;1369361;3;12818553;4349;23.00
4919;62935;186987;1369361;3;12818553;4350;23.00
4919;62935;186987;1369361;3;12818553;4351;23.00
4919;62935;186987;1369361;3;12818553;4352;23.00
4919;62935;186987;1369361;3;12818553;4353;23.00
4919;62935;186987;1369361;3;12818553;4354;23.00
4919;62935;186987;1369361;3;12818553;4355;23.00
4919;62935;186987;1369361;3;12818553;4356;23.00
4919;62935;186987;1369361;3;12818553;4357;23.00
4919;62935;186987;1369361;3;12818553;4407;34.00
4919;62935;186987;1369361;3;12818553;4408;23.00
4919;62935;186987;1369361;3;12818553;4423;23.00
4919;62935;186987;1369361;3;12818553;4426;34.00
4919;62935;186987;1369362;7;12818559;4322;23.00
4919;62935;186987;1369362;7;12818559;4323;23.00
4919;62935;186987;1369362;7;12818559;4324;23.00
4919;62935;186987;1369362;7;12818559;4325;34.00
4919;62935;186987;1369362;7;12818559;4326;23.00
4919;62935;186987;1369362;7;12818559;4327;34.00
4919;62935;186987;1369362;7;12818559;4328;23.00
4919;62935;186987;1369362;7;12818559;4329;23.00
4919;62935;186987;1369362;7;12818559;4330;45.00
4919;62935;186987;1369362;7;12818559;4332;34.00
4919;62935;186987;1369362;7;12818559;4333;23.00
4919;62935;186987;1369362;7;12818559;4335;34.00
4919;62935;186987;1369362;7;12818559;4338;34.00
4919;62935;186987;1369362;7;12818559;4339;23.00
4919;62935;186987;1369362;7;12818559;4340;23.00
4919;62935;186987;1369362;7;12818559;4341;34.00
4919;62935;186987;1369362;7;12818559;4342;23.00
4919;62935;186987;1369362;7;12818559;4343;34.00
4919;62935;186987;1369362;7;12818559;4344;23.00
4919;62935;186987;1369362;7;12818559;4345;34.00
4919;62935;186987;1369362;7;12818559;4348;23.00
4919;62935;186987;1369362;7;12818559;4349;23.00
4919;62935;186987;1369362;7;12818559;4350;23.00
4919;62935;186987;1369362;7;12818559;4351;23.00
4919;62935;186987;1369362;7;12818559;4352;23.00
4919;62935;186987;1369362;7;12818559;4353;23.00
4919;62935;186987;1369362;7;12818559;4354;23.00
4919;62935;186987;1369362;7;12818559;4355;34.00
4919;62935;186987;1369362;7;12818559;4356;23.00
4919;62935;186987;1369362;7;12818559;4357;34.00
4919;62935;186987;1369362;7;12818559;4407;45.00
4919;62935;186987;1369362;7;12818559;4408;23.00
4919;62935;186987;1369362;7;12818559;4423;23.00
4919;62935;186987;1369362;7;12818559;4426;45.00
