master_id,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,recency,tenure,segment,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,interested_in_categories_12
8c92d204-1eb4-11ea-aa32-000d3a38a36f,4.0,2.0,230.48,424.12,314.0,277.0,6,Android App,Android App,2019-10-19,2020-07-22,2020-07-22,2020-01-23,"[ERKEK, KADIN, AKTIFSPOR]"
808005da-a511-11e9-a2fc-000d3a38a36f,6.0,2.0,268.97,1029.87,215.0,861.0,6,Android App,Android App,2018-06-21,2020-10-29,2020-10-29,2019-11-16,"[COCUK, KADIN]"
20a9824c-ab17-11e9-a2fc-000d3a38a36f,3.0,1.0,190.73,440.95,99.0,1252.0,6,Android App,Android App,2017-09-19,2021-02-22,2021-02-22,2019-08-05,[AKTIFSPOR]
8b607a4a-abae-11e9-a2fc-000d3a38a36f,4.0,1.0,289.96,339.97,161.0,1073.0,6,Android App,Android App,2018-01-14,2020-12-22,2020-12-22,2019-05-07,"[COCUK, KADIN]"
1f65610c-526b-11ea-956d-000d3a38a36f,3.0,1.0,369.98,519.39,111.0,399.0,6,Mobile,Mobile,2020-01-08,2021-02-10,2021-02-10,2020-01-08,[AKTIFSPOR]
9c6ce7b0-5bee-11ea-bfa9-000d3a38a36f,7.0,2.0,270.85,629.13,141.0,364.0,6,Android App,Offline,2020-01-13,2021-01-11,2020-12-12,2021-01-11,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
37753730-9b69-11ea-a27a-000d3a38a36f,7.0,1.0,67.44,2080.52,89.0,321.0,6,Ios App,Ios App,2020-04-17,2021-03-04,2021-03-04,2020-09-20,"[AKTIFCOCUK, COCUK, KADIN]"
90e0b158-2b54-11ea-9d27-000d3a38a36f,7.0,1.0,39.99,2214.45,228.0,321.0,6,Android App,Android App,2019-11-30,2020-10-16,2020-10-16,2020-01-26,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
f4f890ba-8627-11ea-be76-000d3a38a36f,3.0,1.0,44.99,789.97,138.0,265.0,6,Ios App,Ios App,2020-04-24,2021-01-14,2021-01-14,2020-11-18,[COCUK]
aa572c64-5efa-11ea-be5b-000d3a38a36f,4.0,1.0,49.99,1061.95,289.0,235.0,6,Ios App,Offline,2019-12-25,2020-08-16,2020-03-06,2020-08-16,[AKTIFCOCUK]
fac3db2c-9d1f-11e9-9897-000d3a38a36f,12.0,1.0,29.99,1292.02,351.0,1300.0,6,Android App,Mobile,2016-11-23,2020-06-15,2020-06-15,2019-09-05,[COCUK]
ec3a1cd4-a511-11e9-a2fc-000d3a38a36f,3.0,2.0,210.96,542.99,236.0,813.0,6,Android App,Offline,2018-07-18,2020-10-08,2018-12-08,2020-10-08,[COCUK]
04ad6d4e-2819-11eb-8a9b-000d3a38a36f,6.0,1.0,100.49,1431.19,142.0,55.0,6,Android App,Android App,2020-11-16,2021-01-10,2021-01-10,2020-11-20,[AKTIFSPOR]
254ff53e-1335-11ea-a001-000d3a38a36f,3.0,1.0,69.99,1259.8,226.0,572.0,6,Mobile,Mobile,2019-03-26,2020-10-18,2020-10-18,2019-03-26,"[ERKEK, COCUK, KADIN]"
d6c5f112-9f07-11e9-9897-000d3a38a36f,5.0,1.0,160.74,629.66,328.0,1298.0,6,Ios App,Offline,2016-12-18,2020-07-08,2019-01-13,2020-07-08,[AKTIFSPOR]
ce31bff6-a0ea-11e9-a2fc-000d3a38a36f,5.0,1.0,129.98,483.95,131.0,707.0,6,Android App,Android App,2019-02-14,2021-01-21,2021-01-21,2019-02-14,"[AKTIFCOCUK, AKTIFSPOR]"
38cfebd8-3ebd-11ea-b794-000d3a38a36f,6.0,1.0,49.99,1419.1,147.0,528.0,6,Mobile,Mobile,2019-07-27,2021-01-05,2021-01-05,2019-07-27,[AKTIFSPOR]
ae2db226-137e-11ea-a001-000d3a38a36f,5.0,1.0,49.99,640.9,110.0,728.0,6,Android App,Android App,2019-02-14,2021-02-11,2021-02-11,2019-02-14,"[COCUK, AKTIFSPOR]"
a30b93f8-a4fd-11e9-a2fc-000d3a38a36f,5.0,1.0,293.99,422.94,145.0,563.0,6,Android App,Android App,2019-06-24,2021-01-07,2021-01-07,2019-06-24,[KADIN]
04241874-a9b6-11e9-a2fc-000d3a38a36f,6.0,1.0,159.99,1147.85,112.0,1792.0,6,Mobile,Mobile,2016-03-15,2021-02-09,2021-02-09,2019-12-07,[ERKEK]
7aff7b54-abc4-11e9-a2fc-000d3a38a36f,5.0,2.0,179.97,470.94,331.0,1630.0,6,Mobile,Offline,2016-01-18,2020-07-05,2018-01-29,2020-07-05,"[ERKEK, KADIN]"
6dcdd324-aeec-11e9-a2fc-000d3a38a36f,3.0,1.0,79.99,312.97,154.0,974.0,6,Mobile,Mobile,2018-04-30,2020-12-29,2020-12-29,2019-12-26,[ERKEK]
0df28674-ff24-11e9-a5e8-000d3a38a36f,4.0,1.0,29.99,731.74,174.0,481.0,6,Android App,Desktop,2019-08-16,2020-12-09,2020-12-09,2019-08-16,"[ERKEK, AKTIFSPOR]"
5d8ee67c-ab7e-11e9-a2fc-000d3a38a36f,5.0,1.0,39.99,530.95,76.0,1113.0,6,Android App,Mobile,2018-02-28,2021-03-17,2021-03-17,2019-03-10,"[AKTIFCOCUK, COCUK]"
94d50848-a866-11e9-a2fc-000d3a38a36f,7.0,1.0,300.4,803.91,189.0,1973.0,6,Desktop,Offline,2015-07-01,2020-11-24,2018-01-19,2020-11-24,[AKTIFSPOR]
9e6c32ca-a3a5-11e9-a2fc-000d3a38a36f,13.0,2.0,666.42,1983.65,96.0,695.0,6,Android App,Android App,2019-04-02,2021-02-25,2021-02-25,2020-07-11,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
94be37e0-aa72-11e9-a2fc-000d3a38a36f,10.0,3.0,400.46,869.93,96.0,1629.0,6,Mobile,Offline,2016-09-10,2021-02-25,2017-07-11,2021-02-25,[KADIN]
4c7d87f0-a52d-11e9-a2fc-000d3a38a36f,7.0,4.0,519.94,1066.81,314.0,607.0,6,Android App,Android App,2018-11-23,2020-07-22,2020-07-22,2019-12-24,[KADIN]
e12ffb50-b0a2-11e9-9757-000d3a38a36f,8.0,2.0,436.46,751.89,103.0,688.0,6,Android App,Mobile,2019-04-02,2021-02-18,2021-02-18,2020-07-11,"[ERKEK, KADIN, AKTIFSPOR]"
9b1ad686-9f5d-11e9-a2fc-000d3a38a36f,7.0,1.0,99.99,772.45,347.0,547.0,6,Ios App,Ios App,2018-12-20,2020-06-19,2020-06-19,2019-07-13,[ERKEK]
4ca21210-a6c1-11e9-a2fc-000d3a38a36f,2.0,1.0,460.72,419.98,345.0,2217.0,6,Mobile,Offline,2014-05-27,2020-06-21,2019-09-03,2020-06-21,"[ERKEK, KADIN, AKTIFSPOR]"
b362ebc0-b11e-11e9-9757-000d3a38a36f,6.0,1.0,19.99,1435.05,79.0,754.0,6,Ios App,Ios App,2019-02-19,2021-03-14,2021-03-14,2019-02-19,[KADIN]
00a7bc8e-b085-11e9-9757-000d3a38a36f,4.0,1.0,229.96,380.37,92.0,741.0,6,Mobile,Mobile,2019-02-19,2021-03-01,2021-03-01,2019-02-19,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
18ce6d20-4ad1-11eb-806e-000d3a38a36f,4.0,2.0,159.98,659.94,137.0,669.0,6,Android App,Android App,2019-03-18,2021-01-15,2021-01-15,2020-03-07,"[COCUK, AKTIFSPOR]"
8e139dee-673d-11ea-9d38-000d3a38a36f,13.0,5.0,700.5,1981.53,274.0,632.0,6,Android App,Android App,2018-12-08,2020-08-31,2020-08-31,2020-03-07,[COCUK]
d42b1ea0-ad49-11e9-a2fc-000d3a38a36f,5.0,1.0,240.48,670.17,252.0,1046.0,6,Mobile,Offline,2017-11-11,2020-09-22,2019-10-13,2020-09-22,"[KADIN, AKTIFSPOR]"
e4a0c398-9dea-11e9-9897-000d3a38a36f,4.0,3.0,230.72,587.38,71.0,1369.0,6,Ios App,Offline,2017-06-22,2021-03-22,2020-04-16,2021-03-22,[]
b7f13038-ff1c-11e9-a5e8-000d3a38a36f,5.0,1.0,149.99,732.88,83.0,583.0,6,Android App,Android App,2019-08-05,2021-03-10,2021-03-10,2019-12-05,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
ffe0ab60-6c79-11ea-9ddf-000d3a38a36f,9.0,2.0,239.97,1201.95,93.0,1231.0,6,Ios App,Android App,2017-10-16,2021-02-28,2021-02-28,2020-01-17,"[ERKEK, AKTIFSPOR]"
1c9f6aa8-ada2-11e9-a2fc-000d3a38a36f,7.0,5.0,655.94,1042.37,250.0,1007.0,6,Android App,Android App,2017-12-22,2020-09-24,2020-09-24,2020-09-09,"[ERKEK, AKTIFSPOR]"
8fb74378-aa4e-11e9-a2fc-000d3a38a36f,6.0,3.0,199.97,676.18,135.0,1041.0,6,Mobile,Mobile,2018-03-13,2021-01-17,2021-01-17,2020-07-12,"[AKTIFCOCUK, KADIN]"
6484be86-b112-11e9-9757-000d3a38a36f,6.0,4.0,590.44,1285.29,107.0,644.0,6,Android App,Android App,2019-05-12,2021-02-14,2021-02-14,2020-02-27,[AKTIFSPOR]
2125ce04-aa51-11e9-a2fc-000d3a38a36f,3.0,2.0,159.97,434.97,203.0,1508.0,6,Desktop,Desktop,2016-09-24,2020-11-10,2020-11-10,2019-09-11,"[ERKEK, AKTIFSPOR]"
ea36c9a4-ad32-11e9-a2fc-000d3a38a36f,4.0,1.0,189.98,784.43,197.0,876.0,6,Desktop,Desktop,2018-06-24,2020-11-16,2020-11-16,2019-03-11,"[ERKEK, AKTIFSPOR]"
328d030a-acff-11e9-a2fc-000d3a38a36f,10.0,2.0,149.97,2325.19,160.0,1177.0,6,Mobile,Offline,2017-10-03,2020-12-23,2020-09-20,2020-12-23,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
6ebf7bc2-a77e-11e9-a2fc-000d3a38a36f,6.0,2.0,79.96,870.66,338.0,1949.0,6,Android App,Android App,2015-02-26,2020-06-28,2020-06-28,2019-11-16,"[ERKEK, AKTIFSPOR]"
2e637df4-5457-11ea-b1db-000d3a38a36f,3.0,1.0,329.99,379.2,109.0,421.0,6,Android App,Android App,2019-12-19,2021-02-12,2021-02-12,2019-12-19,[]
be1279ce-fbdc-11e9-b138-000d3a38a36f,3.0,1.0,69.99,599.95,118.0,461.0,6,Mobile,Mobile,2019-10-31,2021-02-03,2021-02-03,2020-11-04,"[AKTIFCOCUK, KADIN]"
901443c2-a94d-11e9-a2fc-000d3a38a36f,4.0,2.0,199.97,544.94,118.0,1894.0,6,Mobile,Offline,2015-11-28,2021-02-03,2020-02-19,2021-02-03,[COCUK]
d8fef74a-a564-11e9-a2fc-000d3a38a36f,5.0,2.0,359.96,965.53,187.0,613.0,6,Android App,Android App,2019-03-24,2020-11-26,2020-11-26,2019-10-19,"[ERKEK, AKTIFSPOR]"
0fb6f970-d71c-11e9-93bc-000d3a38a36f,10.0,1.0,119.99,1520.01,78.0,556.0,6,Mobile,Desktop,2019-09-06,2021-03-15,2021-03-15,2019-09-06,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
5c14aae6-74f7-11ea-bb48-000d3a38a36f,11.0,2.0,330.72,1343.96,239.0,721.0,6,Android App,Offline,2018-10-15,2020-10-05,2019-09-11,2020-10-05,"[AKTIFCOCUK, COCUK]"
a64afdd8-a7e1-11e9-a2fc-000d3a38a36f,6.0,4.0,189.96,819.34,117.0,2115.0,6,Android App,Offline,2015-04-22,2021-02-04,2021-02-02,2021-02-04,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
237c589a-9dad-11e9-9897-000d3a38a36f,21.0,1.0,34.99,2102.37,98.0,2325.0,6,Android App,Android App,2014-10-13,2021-02-23,2021-02-23,2019-07-24,[ERKEK]
f349eb80-f340-11e9-9346-000d3a38a36f,8.0,2.0,270.47,1174.03,207.0,393.0,6,Android App,Android App,2019-10-10,2020-11-06,2020-11-06,2020-02-16,[ERKEK]
e305a27a-a41a-11e9-a2fc-000d3a38a36f,5.0,2.0,369.98,509.74,125.0,655.0,6,Android App,Mobile,2019-04-13,2021-01-27,2021-01-27,2019-08-30,"[ERKEK, KADIN]"
b7ebe986-9d86-11e9-9897-000d3a38a36f,18.0,1.0,69.99,2231.99,149.0,2270.0,6,Android App,Android App,2014-10-17,2021-01-03,2021-01-03,2019-08-30,[AKTIFSPOR]
afcfde5c-a7a3-11e9-a2fc-000d3a38a36f,5.0,1.0,90.88,475.12,98.0,2281.0,6,Mobile,Offline,2014-11-26,2021-02-23,2017-08-06,2021-02-23,[KADIN]
415cab4c-9df0-11e9-9897-000d3a38a36f,11.0,1.0,49.99,1761.67,139.0,1536.0,6,Mobile,Mobile,2016-10-30,2021-01-13,2021-01-13,2019-06-30,[COCUK]
24e1ad58-ab62-11e9-a2fc-000d3a38a36f,11.0,1.0,342.97,2461.3,97.0,1480.0,6,Android App,Android App,2017-02-05,2021-02-24,2021-02-24,2019-11-19,"[AKTIFCOCUK, ERKEK]"
0fe4cc5a-7989-11ea-bf74-000d3a38a36f,4.0,1.0,135.86,461.66,90.0,324.0,6,Ios App,Offline,2020-04-13,2021-03-03,2021-02-05,2021-03-03,"[ERKEK, KADIN, AKTIFSPOR]"
46d36ca0-ab60-11e9-a2fc-000d3a38a36f,5.0,2.0,316.41,394.21,104.0,1430.0,6,Mobile,Mobile,2017-03-20,2021-02-17,2021-02-17,2020-07-11,"[AKTIFCOCUK, KADIN]"
8586047e-abb2-11e9-a2fc-000d3a38a36f,21.0,1.0,80.49,2729.77,242.0,1418.0,6,Android App,Android App,2016-11-14,2020-10-02,2020-10-02,2020-08-22,[ERKEK]
1c7aecee-ede6-11e9-88c1-000d3a38a36f,7.0,4.0,482.9,1312.56,106.0,593.0,6,Ios App,Android App,2019-07-03,2021-02-15,2021-02-15,2019-11-24,"[ERKEK, COCUK, KADIN]"
c2ce301a-b3b1-11ea-8745-000d3a38a36f,3.0,2.0,358.71,1243.69,213.0,314.0,6,Android App,Android App,2019-12-22,2020-10-31,2020-10-31,2020-09-22,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
de760d7a-a82b-11e9-a2fc-000d3a38a36f,3.0,1.0,100.49,379.36,325.0,1731.0,6,Ios App,Offline,2015-10-15,2020-07-11,2020-04-23,2020-07-11,[ERKEK]
b28cb44e-b185-11e9-89fa-000d3a38a36f,3.0,1.0,124.99,882.92,294.0,209.0,6,Ios App,Mobile,2020-01-15,2020-08-11,2020-08-11,2020-01-15,[AKTIFSPOR]
85a17f5e-a853-11e9-a2fc-000d3a38a36f,4.0,1.0,170.49,390.95,360.0,1783.0,6,Mobile,Offline,2015-07-20,2020-06-06,2018-04-23,2020-06-06,[ERKEK]
6aa88bda-aa2d-11e9-a2fc-000d3a38a36f,2.0,1.0,100.48,915.16,205.0,1293.0,6,Ios App,Ios App,2017-04-25,2020-11-08,2020-11-08,2020-07-07,"[COCUK, KADIN, AKTIFSPOR]"
b52e895a-a7a5-11e9-a2fc-000d3a38a36f,9.0,2.0,154.97,1059.84,98.0,2280.0,6,Android App,Android App,2014-11-27,2021-02-23,2021-02-23,2019-08-19,[AKTIFCOCUK]
89784bc0-a570-11e9-a2fc-000d3a38a36f,6.0,4.0,490.71,1161.82,253.0,595.0,6,Android App,Android App,2019-02-04,2020-09-21,2020-09-21,2020-01-25,[COCUK]
ee056722-a821-11e9-a2fc-000d3a38a36f,3.0,1.0,361.23,237.26,159.0,2105.0,6,Mobile,Offline,2015-03-21,2020-12-24,2019-10-18,2020-12-24,"[ERKEK, KADIN, AKTIFSPOR]"
12bcb318-af25-11e9-a2fc-000d3a38a36f,3.0,1.0,184.42,332.97,137.0,774.0,6,Mobile,Mobile,2018-12-03,2021-01-15,2021-01-15,2020-07-16,"[KADIN, AKTIFSPOR]"
311fa0aa-9ef3-11e9-9897-000d3a38a36f,4.0,2.0,160.72,635.38,205.0,2791.0,6,Desktop,Offline,2013-03-19,2020-11-08,2017-03-06,2020-11-08,"[COCUK, KADIN]"
3f927872-a7d3-11e9-a2fc-000d3a38a36f,6.0,1.0,464.89,647.83,234.0,2102.0,6,Mobile,Mobile,2015-01-08,2020-10-10,2020-10-10,2020-07-23,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
c165d9f4-a722-11e9-a2fc-000d3a38a36f,3.0,1.0,19.99,325.97,283.0,2099.0,6,Android App,Android App,2014-11-23,2020-08-22,2020-08-22,2019-11-21,[ERKEK]
d70c0e46-af19-11e9-a2fc-000d3a38a36f,7.0,1.0,245.72,1049.92,71.0,866.0,6,Android App,Android App,2018-11-07,2021-03-22,2021-03-22,2020-11-16,"[AKTIFCOCUK, ERKEK, COCUK]"
4660bd3c-ee0d-11e9-9346-000d3a38a36f,7.0,2.0,585.69,873.86,185.0,412.0,6,Android App,Android App,2019-10-13,2020-11-28,2020-11-28,2020-02-18,"[AKTIFCOCUK, AKTIFSPOR]"
f9f8105e-9f32-11e9-9897-000d3a38a36f,3.0,1.0,150.88,266.99,95.0,2829.0,6,Desktop,Offline,2013-05-30,2021-02-26,2020-04-09,2021-02-26,[KADIN]
29b13302-b176-11e9-89fa-000d3a38a36f,4.0,1.0,69.99,402.18,141.0,642.0,6,Ios App,Ios App,2019-04-10,2021-01-11,2021-01-11,2019-04-10,"[COCUK, AKTIFSPOR]"
090d6e42-9da6-11e9-9897-000d3a38a36f,17.0,3.0,224.96,1726.99,344.0,937.0,6,Android App,Android App,2017-11-28,2020-06-22,2020-06-22,2020-01-16,"[ERKEK, KADIN]"
ed95b3e0-af7f-11e9-a2fc-000d3a38a36f,13.0,1.0,39.99,1683.25,269.0,821.0,6,Ios App,Ios App,2018-06-07,2020-09-05,2020-09-05,2019-09-17,[KADIN]
259e7756-b028-11e9-9757-000d3a38a36f,7.0,1.0,70.49,1100.42,75.0,890.0,6,Android App,Android App,2018-10-10,2021-03-18,2021-03-18,2020-07-21,"[KADIN, AKTIFSPOR]"
05af90dc-9daa-11e9-9897-000d3a38a36f,6.0,1.0,96.87,449.31,119.0,1468.0,6,Mobile,Offline,2017-01-26,2021-02-02,2017-11-20,2021-02-02,[KADIN]
a4251854-9eb8-11e9-9897-000d3a38a36f,4.0,3.0,220.85,557.89,90.0,522.0,6,Ios App,Ios App,2019-09-28,2021-03-03,2021-03-03,2021-01-19,"[AKTIFCOCUK, AKTIFSPOR]"
494cee48-9f80-11e9-a2fc-000d3a38a36f,13.0,1.0,60.74,830.85,172.0,612.0,6,Ios App,Ios App,2019-04-09,2020-12-11,2020-12-11,2020-02-03,[KADIN]
c29e0384-b12f-11e9-9757-000d3a38a36f,4.0,1.0,33.48,869.57,102.0,477.0,6,Android App,Android App,2019-10-31,2021-02-19,2021-02-19,2020-06-09,"[ERKEK, AKTIFSPOR]"
5d1749e2-9e71-11e9-9897-000d3a38a36f,28.0,2.0,159.98,3746.99,318.0,2060.0,6,Mobile,Offline,2014-11-27,2020-07-18,2018-12-11,2020-07-18,[KADIN]
193bcd26-f734-11e9-841e-000d3a38a36f,4.0,2.0,159.98,728.84,165.0,542.0,6,Desktop,Desktop,2019-06-25,2020-12-18,2020-12-18,2019-08-15,"[KADIN, AKTIFSPOR]"
2f01e3c0-ae82-11e9-a2fc-000d3a38a36f,2.0,1.0,169.98,737.74,162.0,784.0,6,Ios App,Offline,2018-10-29,2020-12-21,2019-11-11,2020-12-21,[AKTIFSPOR]
ef69c890-ab07-11e9-a2fc-000d3a38a36f,8.0,1.0,89.99,1004.55,350.0,1107.0,6,Ios App,Ios App,2017-06-05,2020-06-16,2020-06-16,2019-03-25,[AKTIFSPOR]
d380c0fc-a553-11e9-a2fc-000d3a38a36f,23.0,2.0,329.97,2537.88,122.0,1800.0,6,Android App,Desktop,2016-02-26,2021-01-30,2021-01-30,2019-07-28,[AKTIFSPOR]
e30c10ec-ab95-11e9-a2fc-000d3a38a36f,9.0,2.0,89.98,840.97,186.0,1009.0,6,Android App,Android App,2018-02-22,2020-11-27,2020-11-27,2019-09-20,"[ERKEK, KADIN, AKTIFSPOR]"
9c49d80e-aabb-11e9-a2fc-000d3a38a36f,19.0,1.0,219.98,4750.83,238.0,1441.0,6,Android App,Android App,2016-10-26,2020-10-06,2020-10-06,2019-03-09,"[ERKEK, AKTIFSPOR]"
297a5700-afce-11e9-9757-000d3a38a36f,17.0,1.0,289.97,2903.46,97.0,961.0,6,Android App,Android App,2018-07-09,2021-02-24,2021-02-24,2020-03-11,"[AKTIFCOCUK, AKTIFSPOR]"
daa34756-b00c-11e9-9757-000d3a38a36f,3.0,1.0,229.99,499.88,155.0,647.0,6,Mobile,Offline,2019-03-22,2020-12-28,2020-01-24,2020-12-28,[ERKEK]
f67b8098-d626-11e9-93bc-000d3a38a36f,3.0,1.0,19.99,620.17,258.0,396.0,6,Desktop,Desktop,2019-08-17,2020-09-16,2020-09-16,2019-08-17,"[ERKEK, KADIN, AKTIFSPOR]"
0c958672-f273-11e9-9346-000d3a38a36f,4.0,2.0,363.47,459.25,116.0,475.0,6,Android App,Desktop,2019-10-19,2021-02-05,2021-02-05,2020-03-14,"[ERKEK, KADIN]"
9db124ca-af0e-11e9-a2fc-000d3a38a36f,3.0,1.0,170.49,423.96,189.0,732.0,6,Mobile,Offline,2018-11-23,2020-11-24,2018-11-26,2020-11-24,[AKTIFSPOR]
d7cc5a3e-5bee-11ea-9bec-000d3a38a36f,4.0,1.0,132.7,632.35,82.0,382.0,6,Desktop,Desktop,2020-02-23,2021-03-11,2021-03-11,2020-02-23,"[ERKEK, AKTIFSPOR]"
d530a7be-a50d-11e9-a2fc-000d3a38a36f,4.0,1.0,220.4,609.85,225.0,825.0,6,Mobile,Mobile,2018-07-17,2020-10-19,2020-10-19,2020-09-04,"[KADIN, AKTIFSPOR]"
a77ff430-ad43-11e9-a2fc-000d3a38a36f,6.0,1.0,89.99,564.96,85.0,1209.0,6,Mobile,Offline,2017-11-15,2021-03-08,2019-01-12,2021-03-08,[ERKEK]
94568a44-ee08-11e9-9346-000d3a38a36f,3.0,2.0,314.22,688.95,363.0,234.0,6,Android App,Android App,2019-10-13,2020-06-03,2020-06-03,2019-11-17,[AKTIFSPOR]
d52c019a-e834-11e9-8bb8-000d3a38a36f,6.0,2.0,446.7,994.79,133.0,471.0,6,Mobile,Mobile,2019-10-06,2021-01-19,2021-01-19,2020-07-01,"[ERKEK, AKTIFSPOR]"
5b409dec-ff21-11e9-a5e8-000d3a38a36f,3.0,1.0,289.98,586.86,268.0,366.0,6,Android App,Android App,2019-09-06,2020-09-06,2020-09-06,2019-11-03,"[AKTIFCOCUK, COCUK, KADIN]"
749c9660-a7e7-11e9-a2fc-000d3a38a36f,3.0,1.0,100.73,382.67,155.0,2019.0,6,Desktop,Offline,2015-06-19,2020-12-28,2015-06-21,2020-12-28,[COCUK]
63739370-a544-11e9-a2fc-000d3a38a36f,5.0,1.0,169.97,619.85,234.0,750.0,6,Mobile,Mobile,2018-09-21,2020-10-10,2020-10-10,2020-06-05,[AKTIFSPOR]
482d6370-a74c-11e9-a2fc-000d3a38a36f,8.0,2.0,330.71,1404.75,122.0,2203.0,6,Android App,Android App,2015-01-19,2021-01-30,2021-01-30,2020-02-29,[KADIN]
b1d67aaa-1a56-11ea-941b-000d3a38a36f,3.0,2.0,149.96,1177.33,221.0,611.0,6,Android App,Android App,2019-02-20,2020-10-23,2020-10-23,2020-01-10,"[KADIN, AKTIFSPOR]"
a7c127f2-a76c-11e9-a2fc-000d3a38a36f,6.0,1.0,89.99,2309.83,243.0,2185.0,6,Ios App,Ios App,2014-10-08,2020-10-01,2020-10-01,2019-11-04,[AKTIFSPOR]
