iter	Passed	Remaining
351	1730	727
352	1734	722
353	1739	717
354	1743	712
355	1747	706
356	1751	701
357	1756	696
358	1761	691
359	1766	686
360	1771	682
361	1777	677
362	1781	672
363	1787	667
364	1793	663
365	1801	659
366	1811	656
367	1825	654
368	1845	655
369	1858	653
370	1864	648
371	1872	644
372	1878	639
373	1882	634
374	1887	629
375	1895	625
376	1902	620
377	1908	616
378	1912	610
379	1917	605
380	1922	600
381	1925	594
382	1929	589
383	1934	584
384	1940	579
385	1946	574
386	1953	570
387	1956	564
388	1960	559
389	1964	554
390	1968	548
391	1973	543
392	1978	538
393	1983	533
394	1988	528
395	1992	523
396	1996	518
397	2002	513
398	2008	508
399	2015	503
400	2022	499
401	2026	494
402	2031	488
403	2034	483
404	2038	478
405	2041	472
406	2047	467
407	2052	462
408	2056	457
409	2060	452
410	2067	447
411	2069	441
412	2073	436
413	2087	433
414	2096	429
415	2102	424
416	2111	420
417	2117	415
418	2129	411
419	2136	406
420	2141	401
421	2147	396
422	2151	391
423	2156	386
424	2163	381
425	2169	376
426	2175	372
427	2183	367
428	2189	362
429	2195	357
430	2199	352
431	2205	347
432	2210	342
433	2216	337
434	2220	331
435	2226	326
436	2232	321
437	2237	316
438	2244	311
439	2249	306
440	2253	301
441	2256	296
442	2261	290
443	2265	285
444	2269	280
445	2273	275
446	2279	270
447	2283	265
448	2287	259
449	2292	254
450	2297	249
451	2301	244
452	2306	239
453	2311	234
454	2315	228
455	2318	223
456	2323	218
457	2328	213
458	2331	208
459	2335	203
460	2340	197
461	2344	192
462	2348	187
463	2352	182
464	2358	177
465	2362	172
466	2366	167
467	2373	162
468	2378	157
469	2382	152
470	2387	147
471	2392	141
472	2397	136
473	2400	131
474	2406	126
475	2411	121
476	2415	116
477	2419	111
478	2424	106
479	2428	101
480	2433	96
481	2438	91
482	2442	85
483	2446	80
484	2450	75
485	2455	70
486	2459	65
487	2463	60
488	2467	55
489	2473	50
490	2479	45
491	2483	40
492	2491	35
493	2495	30
494	2499	25
495	2505	20
496	2510	15
497	2512	10
498	2518	5
499	2524	0
